text,label
SHOCKING new evidence about immigration reform that NO ONE is talking about! A source close to the situation says this is just the tip of the iceberg. This is bigger than anyone imagined and the mainstream media REFUSES to cover it. Wake up and share NOW!,FAKE
"Officials confirmed on Monday that the new healthcare bill will move forward after a review by a court filing, according to a statement released this week. The measure passed with a vote of 137 to 108, and is expected to take effect over the next 19 months. Analysts at several independent research firms said the impact would likely be gradual, citing prior similar measures.",REAL
YOU WON'T BELIEVE what they don't want you to know about the space program's next mission!!! Insiders REVEAL the SHOCKING truth that mainstream media is HIDING from you. Share this before it gets DELETED — everyone needs to see this NOW before it's too late!,FAKE
"According to the Federal Reserve, the upcoming census has been under review since early this year, with a formal decision expected by the end of the 11-month evaluation period. The agency said it would publish its full findings once the review concludes, in line with standard procedure.",REAL
SHOCKING new evidence about the new healthcare bill that NO ONE is talking about! A source close to the situation says this is just the tip of the iceberg. This is bigger than anyone imagined and the mainstream media REFUSES to cover it. Wake up and share NOW!,FAKE
YOU WON'T BELIEVE what they don't want you to know about the state of the judiciary!!! Insiders REVEAL the SHOCKING truth that mainstream media is HIDING from you. Share this before it gets DELETED — everyone needs to see this NOW before it's too late!,FAKE
"According to the Bureau of Labor Statistics, the state of the judiciary has been under review since early this year, with a formal decision expected by the end of the 9-month evaluation period. The agency said it would publish its full findings once the review concludes, in line with standard procedure.",REAL
"According to a spokesperson for the White House, the agriculture subsidy program has been under review since early this year, with a formal decision expected by the end of the 11-month evaluation period. The agency said it would publish its full findings once the review concludes, in line with standard procedure.",REAL
"Officials confirmed on Friday that the education budget will move forward after a review by the National Weather Service, according to a statement released this week. The measure passed with a vote of 332 to 232, and is expected to take effect over the next 3 months. Analysts at several independent research firms said the impact would likely be gradual, citing prior similar measures.",REAL
YOU WON'T BELIEVE what they don't want you to know about the housing market!!! Insiders REVEAL the SHOCKING truth that mainstream media is HIDING from you. Share this before it gets DELETED — everyone needs to see this NOW before it's too late!,FAKE
Doctors HATE this one simple fact about the education budget that could change your life forever! The government has been covering this up for decades and NOW the truth is finally coming out. Forward this to everyone you know before they take it down!,FAKE
YOU WON'T BELIEVE what they don't want you to know about the presidential election!!! Insiders REVEAL the SHOCKING truth that mainstream media is HIDING from you. Share this before it gets DELETED — everyone needs to see this NOW before it's too late!,FAKE
"BREAKING: Secret documents EXPOSE the real agenda behind the national vaccine rollout. A whistleblower who wishes to remain anonymous says this changes EVERYTHING. Wake up, people — they have been LYING to us for years and this PROVES it beyond any doubt!",FAKE
A report published by the Bureau of Labor Statistics on a major merger between two airlines shows a change of 11.7% compared to last year. The data was compiled from 340 separate regional offices and reviewed by independent economists before release. Officials cautioned that the figures could be revised as more information becomes available in the coming quarter.,REAL
YOU WON'T BELIEVE what they don't want you to know about the national vaccine rollout!!! Insiders REVEAL the SHOCKING truth that mainstream media is HIDING from you. Share this before it gets DELETED — everyone needs to see this NOW before it's too late!,FAKE
"According to Reuters, a major merger between two airlines has been under review since early this year, with a formal decision expected by the end of the 5-month evaluation period. The agency said it would publish its full findings once the review concludes, in line with standard procedure.",REAL
"BREAKING: Secret documents EXPOSE the real agenda behind the state of the judiciary. A whistleblower who wishes to remain anonymous says this changes EVERYTHING. Wake up, people — they have been LYING to us for years and this PROVES it beyond any doubt!",FAKE
"Officials confirmed on Monday that the central bank's interest rate decision will move forward after a review by a court filing, according to a statement released this week. The measure passed with a vote of 394 to 9, and is expected to take effect over the next 8 months. Analysts at several independent research firms said the impact would likely be gradual, citing prior similar measures.",REAL
"Officials confirmed on Wednesday that the state of the judiciary will move forward after a review by the Department of Health, according to a statement released this week. The measure passed with a vote of 159 to 229, and is expected to take effect over the next 18 months. Analysts at several independent research firms said the impact would likely be gradual, citing prior similar measures.",REAL
"BREAKING: Secret documents EXPOSE the real agenda behind a new trade agreement. A whistleblower who wishes to remain anonymous says this changes EVERYTHING. Wake up, people — they have been LYING to us for years and this PROVES it beyond any doubt!",FAKE
"BREAKING: Secret documents EXPOSE the real agenda behind renewable energy investment. A whistleblower who wishes to remain anonymous says this changes EVERYTHING. Wake up, people — they have been LYING to us for years and this PROVES it beyond any doubt!",FAKE
Doctors HATE this one simple fact about the central bank's interest rate decision that could change your life forever! The government has been covering this up for decades and NOW the truth is finally coming out. Forward this to everyone you know before they take it down!,FAKE
"According to a court filing, a new labor law has been under review since early this year, with a formal decision expected by the end of the 12-month evaluation period. The agency said it would publish its full findings once the review concludes, in line with standard procedure.",REAL
YOU WON'T BELIEVE what they don't want you to know about the space program's next mission!!! Insiders REVEAL the SHOCKING truth that mainstream media is HIDING from you. Share this before it gets DELETED — everyone needs to see this NOW before it's too late!,FAKE
Doctors HATE this one simple fact about a public transportation overhaul that could change your life forever! The government has been covering this up for decades and NOW the truth is finally coming out. Forward this to everyone you know before they take it down!,FAKE
A report published by the Department of Health on a new trade agreement shows a change of 5.6% compared to last year. The data was compiled from 138 separate regional offices and reviewed by independent economists before release. Officials cautioned that the figures could be revised as more information becomes available in the coming quarter.,REAL
"Officials confirmed on Thursday that the defense budget will move forward after a review by the Federal Reserve, according to a statement released this week. The measure passed with a vote of 82 to 38, and is expected to take effect over the next 15 months. Analysts at several independent research firms said the impact would likely be gradual, citing prior similar measures.",REAL
"BREAKING: Secret documents EXPOSE the real agenda behind the presidential election. A whistleblower who wishes to remain anonymous says this changes EVERYTHING. Wake up, people — they have been LYING to us for years and this PROVES it beyond any doubt!",FAKE
A report published by a court filing on the education budget shows a change of 12.4% compared to last year. The data was compiled from 3 separate regional offices and reviewed by independent economists before release. Officials cautioned that the figures could be revised as more information becomes available in the coming quarter.,REAL
SHOCKING new evidence about the education budget that NO ONE is talking about! A source close to the situation says this is just the tip of the iceberg. This is bigger than anyone imagined and the mainstream media REFUSES to cover it. Wake up and share NOW!,FAKE
A report published by the Associated Press on the central bank's interest rate decision shows a change of 4.3% compared to last year. The data was compiled from 342 separate regional offices and reviewed by independent economists before release. Officials cautioned that the figures could be revised as more information becomes available in the coming quarter.,REAL
"Lawmakers debated the new healthcare bill for several hours on Friday before reaching a preliminary agreement. a Treasury Department spokesperson said the next formal vote is scheduled within 15 weeks. Several committee members requested additional data before final approval, and a public comment period will follow.",REAL
Doctors HATE this one simple fact about the central bank's interest rate decision that could change your life forever! The government has been covering this up for decades and NOW the truth is finally coming out. Forward this to everyone you know before they take it down!,FAKE
"Officials confirmed on Tuesday that the economy will move forward after a review by the National Weather Service, according to a statement released this week. The measure passed with a vote of 113 to 176, and is expected to take effect over the next 14 months. Analysts at several independent research firms said the impact would likely be gradual, citing prior similar measures.",REAL
SHOCKING new evidence about the housing market that NO ONE is talking about! A source close to the situation says this is just the tip of the iceberg. This is bigger than anyone imagined and the mainstream media REFUSES to cover it. Wake up and share NOW!,FAKE
YOU WON'T BELIEVE what they don't want you to know about the economy!!! Insiders REVEAL the SHOCKING truth that mainstream media is HIDING from you. Share this before it gets DELETED — everyone needs to see this NOW before it's too late!,FAKE
A report published by a Treasury Department spokesperson on the space program's next mission shows a change of 8.3% compared to last year. The data was compiled from 210 separate regional offices and reviewed by independent economists before release. Officials cautioned that the figures could be revised as more information becomes available in the coming quarter.,REAL
Doctors HATE this one simple fact about the presidential election that could change your life forever! The government has been covering this up for decades and NOW the truth is finally coming out. Forward this to everyone you know before they take it down!,FAKE
"BREAKING: Secret documents EXPOSE the real agenda behind the central bank's interest rate decision. A whistleblower who wishes to remain anonymous says this changes EVERYTHING. Wake up, people — they have been LYING to us for years and this PROVES it beyond any doubt!",FAKE
"BREAKING: Secret documents EXPOSE the real agenda behind the defense budget. A whistleblower who wishes to remain anonymous says this changes EVERYTHING. Wake up, people — they have been LYING to us for years and this PROVES it beyond any doubt!",FAKE
"Lawmakers debated the upcoming census for several hours on Tuesday before reaching a preliminary agreement. the Federal Reserve said the next formal vote is scheduled within 18 weeks. Several committee members requested additional data before final approval, and a public comment period will follow.",REAL
YOU WON'T BELIEVE what they don't want you to know about the central bank's interest rate decision!!! Insiders REVEAL the SHOCKING truth that mainstream media is HIDING from you. Share this before it gets DELETED — everyone needs to see this NOW before it's too late!,FAKE
"Officials confirmed on Thursday that a new labor law will move forward after a review by Reuters, according to a statement released this week. The measure passed with a vote of 338 to 278, and is expected to take effect over the next 15 months. Analysts at several independent research firms said the impact would likely be gradual, citing prior similar measures.",REAL
"Officials confirmed on Wednesday that the upcoming census will move forward after a review by a spokesperson for the White House, according to a statement released this week. The measure passed with a vote of 349 to 162, and is expected to take effect over the next 17 months. Analysts at several independent research firms said the impact would likely be gradual, citing prior similar measures.",REAL
Doctors HATE this one simple fact about the central bank's interest rate decision that could change your life forever! The government has been covering this up for decades and NOW the truth is finally coming out. Forward this to everyone you know before they take it down!,FAKE
A report published by a spokesperson for the White House on the state of the judiciary shows a change of 4.6% compared to last year. The data was compiled from 239 separate regional offices and reviewed by independent economists before release. Officials cautioned that the figures could be revised as more information becomes available in the coming quarter.,REAL
"Lawmakers debated a major merger between two airlines for several hours on Tuesday before reaching a preliminary agreement. the Associated Press said the next formal vote is scheduled within 3 weeks. Several committee members requested additional data before final approval, and a public comment period will follow.",REAL
SHOCKING new evidence about the central bank's interest rate decision that NO ONE is talking about! A source close to the situation says this is just the tip of the iceberg. This is bigger than anyone imagined and the mainstream media REFUSES to cover it. Wake up and share NOW!,FAKE
A report published by a spokesperson for the White House on the central bank's interest rate decision shows a change of 5.5% compared to last year. The data was compiled from 171 separate regional offices and reviewed by independent economists before release. Officials cautioned that the figures could be revised as more information becomes available in the coming quarter.,REAL
Doctors HATE this one simple fact about the tech industry that could change your life forever! The government has been covering this up for decades and NOW the truth is finally coming out. Forward this to everyone you know before they take it down!,FAKE
YOU WON'T BELIEVE what they don't want you to know about a public transportation overhaul!!! Insiders REVEAL the SHOCKING truth that mainstream media is HIDING from you. Share this before it gets DELETED — everyone needs to see this NOW before it's too late!,FAKE
YOU WON'T BELIEVE what they don't want you to know about a major merger between two airlines!!! Insiders REVEAL the SHOCKING truth that mainstream media is HIDING from you. Share this before it gets DELETED — everyone needs to see this NOW before it's too late!,FAKE
A report published by the Congressional Budget Office on the tech industry shows a change of 2.1% compared to last year. The data was compiled from 149 separate regional offices and reviewed by independent economists before release. Officials cautioned that the figures could be revised as more information becomes available in the coming quarter.,REAL
SHOCKING new evidence about the new healthcare bill that NO ONE is talking about! A source close to the situation says this is just the tip of the iceberg. This is bigger than anyone imagined and the mainstream media REFUSES to cover it. Wake up and share NOW!,FAKE
"BREAKING: Secret documents EXPOSE the real agenda behind the defense budget. A whistleblower who wishes to remain anonymous says this changes EVERYTHING. Wake up, people — they have been LYING to us for years and this PROVES it beyond any doubt!",FAKE
"According to the Department of Health, the upcoming census has been under review since early this year, with a formal decision expected by the end of the 15-month evaluation period. The agency said it would publish its full findings once the review concludes, in line with standard procedure.",REAL
"Lawmakers debated immigration reform for several hours on Monday before reaching a preliminary agreement. the Congressional Budget Office said the next formal vote is scheduled within 5 weeks. Several committee members requested additional data before final approval, and a public comment period will follow.",REAL
Doctors HATE this one simple fact about immigration reform that could change your life forever! The government has been covering this up for decades and NOW the truth is finally coming out. Forward this to everyone you know before they take it down!,FAKE
"Lawmakers debated the central bank's interest rate decision for several hours on Tuesday before reaching a preliminary agreement. a Treasury Department spokesperson said the next formal vote is scheduled within 18 weeks. Several committee members requested additional data before final approval, and a public comment period will follow.",REAL
"Officials confirmed on Wednesday that the housing market will move forward after a review by the National Weather Service, according to a statement released this week. The measure passed with a vote of 111 to 147, and is expected to take effect over the next 23 months. Analysts at several independent research firms said the impact would likely be gradual, citing prior similar measures.",REAL
SHOCKING new evidence about the national vaccine rollout that NO ONE is talking about! A source close to the situation says this is just the tip of the iceberg. This is bigger than anyone imagined and the mainstream media REFUSES to cover it. Wake up and share NOW!,FAKE
"Officials confirmed on Wednesday that the space program's next mission will move forward after a review by the Department of Health, according to a statement released this week. The measure passed with a vote of 33 to 204, and is expected to take effect over the next 9 months. Analysts at several independent research firms said the impact would likely be gradual, citing prior similar measures.",REAL
"Officials confirmed on Wednesday that the agriculture subsidy program will move forward after a review by a Treasury Department spokesperson, according to a statement released this week. The measure passed with a vote of 307 to 193, and is expected to take effect over the next 5 months. Analysts at several independent research firms said the impact would likely be gradual, citing prior similar measures.",REAL
YOU WON'T BELIEVE what they don't want you to know about the presidential election!!! Insiders REVEAL the SHOCKING truth that mainstream media is HIDING from you. Share this before it gets DELETED — everyone needs to see this NOW before it's too late!,FAKE
"According to the Bureau of Labor Statistics, a public transportation overhaul has been under review since early this year, with a formal decision expected by the end of the 1-month evaluation period. The agency said it would publish its full findings once the review concludes, in line with standard procedure.",REAL
SHOCKING new evidence about the defense budget that NO ONE is talking about! A source close to the situation says this is just the tip of the iceberg. This is bigger than anyone imagined and the mainstream media REFUSES to cover it. Wake up and share NOW!,FAKE
"Lawmakers debated the economy for several hours on Thursday before reaching a preliminary agreement. Reuters said the next formal vote is scheduled within 14 weeks. Several committee members requested additional data before final approval, and a public comment period will follow.",REAL
"Officials confirmed on Tuesday that a major merger between two airlines will move forward after a review by a spokesperson for the White House, according to a statement released this week. The measure passed with a vote of 59 to 124, and is expected to take effect over the next 16 months. Analysts at several independent research firms said the impact would likely be gradual, citing prior similar measures.",REAL
"Lawmakers debated immigration reform for several hours on Wednesday before reaching a preliminary agreement. Reuters said the next formal vote is scheduled within 15 weeks. Several committee members requested additional data before final approval, and a public comment period will follow.",REAL
"Lawmakers debated the state of the judiciary for several hours on Tuesday before reaching a preliminary agreement. the Associated Press said the next formal vote is scheduled within 10 weeks. Several committee members requested additional data before final approval, and a public comment period will follow.",REAL
"BREAKING: Secret documents EXPOSE the real agenda behind the national vaccine rollout. A whistleblower who wishes to remain anonymous says this changes EVERYTHING. Wake up, people — they have been LYING to us for years and this PROVES it beyond any doubt!",FAKE
Doctors HATE this one simple fact about renewable energy investment that could change your life forever! The government has been covering this up for decades and NOW the truth is finally coming out. Forward this to everyone you know before they take it down!,FAKE
"Lawmakers debated the housing market for several hours on Tuesday before reaching a preliminary agreement. the Associated Press said the next formal vote is scheduled within 9 weeks. Several committee members requested additional data before final approval, and a public comment period will follow.",REAL
"According to Reuters, the education budget has been under review since early this year, with a formal decision expected by the end of the 2-month evaluation period. The agency said it would publish its full findings once the review concludes, in line with standard procedure.",REAL
YOU WON'T BELIEVE what they don't want you to know about the state of the judiciary!!! Insiders REVEAL the SHOCKING truth that mainstream media is HIDING from you. Share this before it gets DELETED — everyone needs to see this NOW before it's too late!,FAKE
"According to the Department of Health, the new healthcare bill has been under review since early this year, with a formal decision expected by the end of the 24-month evaluation period. The agency said it would publish its full findings once the review concludes, in line with standard procedure.",REAL
"BREAKING: Secret documents EXPOSE the real agenda behind the tech industry. A whistleblower who wishes to remain anonymous says this changes EVERYTHING. Wake up, people — they have been LYING to us for years and this PROVES it beyond any doubt!",FAKE
SHOCKING new evidence about climate policy that NO ONE is talking about! A source close to the situation says this is just the tip of the iceberg. This is bigger than anyone imagined and the mainstream media REFUSES to cover it. Wake up and share NOW!,FAKE
"According to a court filing, the agriculture subsidy program has been under review since early this year, with a formal decision expected by the end of the 4-month evaluation period. The agency said it would publish its full findings once the review concludes, in line with standard procedure.",REAL
"Lawmakers debated a major merger between two airlines for several hours on Thursday before reaching a preliminary agreement. Reuters said the next formal vote is scheduled within 16 weeks. Several committee members requested additional data before final approval, and a public comment period will follow.",REAL
SHOCKING new evidence about renewable energy investment that NO ONE is talking about! A source close to the situation says this is just the tip of the iceberg. This is bigger than anyone imagined and the mainstream media REFUSES to cover it. Wake up and share NOW!,FAKE
SHOCKING new evidence about the education budget that NO ONE is talking about! A source close to the situation says this is just the tip of the iceberg. This is bigger than anyone imagined and the mainstream media REFUSES to cover it. Wake up and share NOW!,FAKE
Doctors HATE this one simple fact about renewable energy investment that could change your life forever! The government has been covering this up for decades and NOW the truth is finally coming out. Forward this to everyone you know before they take it down!,FAKE
SHOCKING new evidence about climate policy that NO ONE is talking about! A source close to the situation says this is just the tip of the iceberg. This is bigger than anyone imagined and the mainstream media REFUSES to cover it. Wake up and share NOW!,FAKE
"According to the Associated Press, renewable energy investment has been under review since early this year, with a formal decision expected by the end of the 8-month evaluation period. The agency said it would publish its full findings once the review concludes, in line with standard procedure.",REAL
A report published by a spokesperson for the White House on a public transportation overhaul shows a change of 8.1% compared to last year. The data was compiled from 37 separate regional offices and reviewed by independent economists before release. Officials cautioned that the figures could be revised as more information becomes available in the coming quarter.,REAL
"Officials confirmed on Monday that a major merger between two airlines will move forward after a review by the Associated Press, according to a statement released this week. The measure passed with a vote of 391 to 273, and is expected to take effect over the next 5 months. Analysts at several independent research firms said the impact would likely be gradual, citing prior similar measures.",REAL
SHOCKING new evidence about the economy that NO ONE is talking about! A source close to the situation says this is just the tip of the iceberg. This is bigger than anyone imagined and the mainstream media REFUSES to cover it. Wake up and share NOW!,FAKE
SHOCKING new evidence about the state of the judiciary that NO ONE is talking about! A source close to the situation says this is just the tip of the iceberg. This is bigger than anyone imagined and the mainstream media REFUSES to cover it. Wake up and share NOW!,FAKE
SHOCKING new evidence about the economy that NO ONE is talking about! A source close to the situation says this is just the tip of the iceberg. This is bigger than anyone imagined and the mainstream media REFUSES to cover it. Wake up and share NOW!,FAKE
"BREAKING: Secret documents EXPOSE the real agenda behind renewable energy investment. A whistleblower who wishes to remain anonymous says this changes EVERYTHING. Wake up, people — they have been LYING to us for years and this PROVES it beyond any doubt!",FAKE
"Officials confirmed on Tuesday that the upcoming census will move forward after a review by a court filing, according to a statement released this week. The measure passed with a vote of 366 to 104, and is expected to take effect over the next 15 months. Analysts at several independent research firms said the impact would likely be gradual, citing prior similar measures.",REAL
"According to a spokesperson for the White House, a new labor law has been under review since early this year, with a formal decision expected by the end of the 6-month evaluation period. The agency said it would publish its full findings once the review concludes, in line with standard procedure.",REAL
"According to a Treasury Department spokesperson, immigration reform has been under review since early this year, with a formal decision expected by the end of the 2-month evaluation period. The agency said it would publish its full findings once the review concludes, in line with standard procedure.",REAL
"Officials confirmed on Friday that the state of the judiciary will move forward after a review by a court filing, according to a statement released this week. The measure passed with a vote of 124 to 165, and is expected to take effect over the next 24 months. Analysts at several independent research firms said the impact would likely be gradual, citing prior similar measures.",REAL
YOU WON'T BELIEVE what they don't want you to know about the new healthcare bill!!! Insiders REVEAL the SHOCKING truth that mainstream media is HIDING from you. Share this before it gets DELETED — everyone needs to see this NOW before it's too late!,FAKE
A report published by a spokesperson for the White House on the state of the judiciary shows a change of 1.5% compared to last year. The data was compiled from 231 separate regional offices and reviewed by independent economists before release. Officials cautioned that the figures could be revised as more information becomes available in the coming quarter.,REAL
"According to Reuters, the education budget has been under review since early this year, with a formal decision expected by the end of the 4-month evaluation period. The agency said it would publish its full findings once the review concludes, in line with standard procedure.",REAL
SHOCKING new evidence about immigration reform that NO ONE is talking about! A source close to the situation says this is just the tip of the iceberg. This is bigger than anyone imagined and the mainstream media REFUSES to cover it. Wake up and share NOW!,FAKE
SHOCKING new evidence about the housing market that NO ONE is talking about! A source close to the situation says this is just the tip of the iceberg. This is bigger than anyone imagined and the mainstream media REFUSES to cover it. Wake up and share NOW!,FAKE
"Officials confirmed on Tuesday that the tech industry will move forward after a review by Reuters, according to a statement released this week. The measure passed with a vote of 320 to 130, and is expected to take effect over the next 1 months. Analysts at several independent research firms said the impact would likely be gradual, citing prior similar measures.",REAL
SHOCKING new evidence about climate policy that NO ONE is talking about! A source close to the situation says this is just the tip of the iceberg. This is bigger than anyone imagined and the mainstream media REFUSES to cover it. Wake up and share NOW!,FAKE
SHOCKING new evidence about a new trade agreement that NO ONE is talking about! A source close to the situation says this is just the tip of the iceberg. This is bigger than anyone imagined and the mainstream media REFUSES to cover it. Wake up and share NOW!,FAKE
YOU WON'T BELIEVE what they don't want you to know about a new labor law!!! Insiders REVEAL the SHOCKING truth that mainstream media is HIDING from you. Share this before it gets DELETED — everyone needs to see this NOW before it's too late!,FAKE
YOU WON'T BELIEVE what they don't want you to know about the new healthcare bill!!! Insiders REVEAL the SHOCKING truth that mainstream media is HIDING from you. Share this before it gets DELETED — everyone needs to see this NOW before it's too late!,FAKE
"According to a court filing, the housing market has been under review since early this year, with a formal decision expected by the end of the 3-month evaluation period. The agency said it would publish its full findings once the review concludes, in line with standard procedure.",REAL
Doctors HATE this one simple fact about the defense budget that could change your life forever! The government has been covering this up for decades and NOW the truth is finally coming out. Forward this to everyone you know before they take it down!,FAKE
"Officials confirmed on Thursday that the state of the judiciary will move forward after a review by a spokesperson for the White House, according to a statement released this week. The measure passed with a vote of 371 to 27, and is expected to take effect over the next 10 months. Analysts at several independent research firms said the impact would likely be gradual, citing prior similar measures.",REAL
"BREAKING: Secret documents EXPOSE the real agenda behind a new labor law. A whistleblower who wishes to remain anonymous says this changes EVERYTHING. Wake up, people — they have been LYING to us for years and this PROVES it beyond any doubt!",FAKE
Doctors HATE this one simple fact about a public transportation overhaul that could change your life forever! The government has been covering this up for decades and NOW the truth is finally coming out. Forward this to everyone you know before they take it down!,FAKE
"BREAKING: Secret documents EXPOSE the real agenda behind the education budget. A whistleblower who wishes to remain anonymous says this changes EVERYTHING. Wake up, people — they have been LYING to us for years and this PROVES it beyond any doubt!",FAKE
A report published by the Associated Press on the education budget shows a change of 0.7% compared to last year. The data was compiled from 219 separate regional offices and reviewed by independent economists before release. Officials cautioned that the figures could be revised as more information becomes available in the coming quarter.,REAL
Doctors HATE this one simple fact about the state of the judiciary that could change your life forever! The government has been covering this up for decades and NOW the truth is finally coming out. Forward this to everyone you know before they take it down!,FAKE
A report published by Reuters on the upcoming census shows a change of 4.9% compared to last year. The data was compiled from 186 separate regional offices and reviewed by independent economists before release. Officials cautioned that the figures could be revised as more information becomes available in the coming quarter.,REAL
A report published by the Congressional Budget Office on the agriculture subsidy program shows a change of 1.7% compared to last year. The data was compiled from 349 separate regional offices and reviewed by independent economists before release. Officials cautioned that the figures could be revised as more information becomes available in the coming quarter.,REAL
A report published by a Treasury Department spokesperson on the national vaccine rollout shows a change of 11.0% compared to last year. The data was compiled from 291 separate regional offices and reviewed by independent economists before release. Officials cautioned that the figures could be revised as more information becomes available in the coming quarter.,REAL
"BREAKING: Secret documents EXPOSE the real agenda behind climate policy. A whistleblower who wishes to remain anonymous says this changes EVERYTHING. Wake up, people — they have been LYING to us for years and this PROVES it beyond any doubt!",FAKE
Doctors HATE this one simple fact about the new healthcare bill that could change your life forever! The government has been covering this up for decades and NOW the truth is finally coming out. Forward this to everyone you know before they take it down!,FAKE
"Lawmakers debated the education budget for several hours on Thursday before reaching a preliminary agreement. a Treasury Department spokesperson said the next formal vote is scheduled within 23 weeks. Several committee members requested additional data before final approval, and a public comment period will follow.",REAL
"BREAKING: Secret documents EXPOSE the real agenda behind the tech industry. A whistleblower who wishes to remain anonymous says this changes EVERYTHING. Wake up, people — they have been LYING to us for years and this PROVES it beyond any doubt!",FAKE
A report published by the National Weather Service on the housing market shows a change of 6.4% compared to last year. The data was compiled from 60 separate regional offices and reviewed by independent economists before release. Officials cautioned that the figures could be revised as more information becomes available in the coming quarter.,REAL
"Officials confirmed on Tuesday that the space program's next mission will move forward after a review by the Associated Press, according to a statement released this week. The measure passed with a vote of 159 to 13, and is expected to take effect over the next 13 months. Analysts at several independent research firms said the impact would likely be gradual, citing prior similar measures.",REAL
"Officials confirmed on Monday that the space program's next mission will move forward after a review by the Bureau of Labor Statistics, according to a statement released this week. The measure passed with a vote of 222 to 232, and is expected to take effect over the next 8 months. Analysts at several independent research firms said the impact would likely be gradual, citing prior similar measures.",REAL
"According to Reuters, the economy has been under review since early this year, with a formal decision expected by the end of the 9-month evaluation period. The agency said it would publish its full findings once the review concludes, in line with standard procedure.",REAL
A report published by the Congressional Budget Office on a new labor law shows a change of 2.4% compared to last year. The data was compiled from 110 separate regional offices and reviewed by independent economists before release. Officials cautioned that the figures could be revised as more information becomes available in the coming quarter.,REAL
"According to a Treasury Department spokesperson, the state of the judiciary has been under review since early this year, with a formal decision expected by the end of the 16-month evaluation period. The agency said it would publish its full findings once the review concludes, in line with standard procedure.",REAL
A report published by the Congressional Budget Office on the tech industry shows a change of 9.4% compared to last year. The data was compiled from 245 separate regional offices and reviewed by independent economists before release. Officials cautioned that the figures could be revised as more information becomes available in the coming quarter.,REAL
Doctors HATE this one simple fact about climate policy that could change your life forever! The government has been covering this up for decades and NOW the truth is finally coming out. Forward this to everyone you know before they take it down!,FAKE
YOU WON'T BELIEVE what they don't want you to know about the upcoming census!!! Insiders REVEAL the SHOCKING truth that mainstream media is HIDING from you. Share this before it gets DELETED — everyone needs to see this NOW before it's too late!,FAKE
YOU WON'T BELIEVE what they don't want you to know about the upcoming census!!! Insiders REVEAL the SHOCKING truth that mainstream media is HIDING from you. Share this before it gets DELETED — everyone needs to see this NOW before it's too late!,FAKE
"Officials confirmed on Friday that the presidential election will move forward after a review by the Department of Health, according to a statement released this week. The measure passed with a vote of 306 to 248, and is expected to take effect over the next 23 months. Analysts at several independent research firms said the impact would likely be gradual, citing prior similar measures.",REAL
Doctors HATE this one simple fact about the economy that could change your life forever! The government has been covering this up for decades and NOW the truth is finally coming out. Forward this to everyone you know before they take it down!,FAKE
"Lawmakers debated the housing market for several hours on Tuesday before reaching a preliminary agreement. a spokesperson for the White House said the next formal vote is scheduled within 15 weeks. Several committee members requested additional data before final approval, and a public comment period will follow.",REAL
A report published by the Federal Reserve on the central bank's interest rate decision shows a change of 6.2% compared to last year. The data was compiled from 252 separate regional offices and reviewed by independent economists before release. Officials cautioned that the figures could be revised as more information becomes available in the coming quarter.,REAL
"BREAKING: Secret documents EXPOSE the real agenda behind a new trade agreement. A whistleblower who wishes to remain anonymous says this changes EVERYTHING. Wake up, people — they have been LYING to us for years and this PROVES it beyond any doubt!",FAKE
Doctors HATE this one simple fact about renewable energy investment that could change your life forever! The government has been covering this up for decades and NOW the truth is finally coming out. Forward this to everyone you know before they take it down!,FAKE
"Lawmakers debated the economy for several hours on Thursday before reaching a preliminary agreement. the Congressional Budget Office said the next formal vote is scheduled within 23 weeks. Several committee members requested additional data before final approval, and a public comment period will follow.",REAL
A report published by a spokesperson for the White House on the central bank's interest rate decision shows a change of 2.9% compared to last year. The data was compiled from 165 separate regional offices and reviewed by independent economists before release. Officials cautioned that the figures could be revised as more information becomes available in the coming quarter.,REAL
"Lawmakers debated renewable energy investment for several hours on Wednesday before reaching a preliminary agreement. the National Weather Service said the next formal vote is scheduled within 10 weeks. Several committee members requested additional data before final approval, and a public comment period will follow.",REAL
SHOCKING new evidence about renewable energy investment that NO ONE is talking about! A source close to the situation says this is just the tip of the iceberg. This is bigger than anyone imagined and the mainstream media REFUSES to cover it. Wake up and share NOW!,FAKE
"BREAKING: Secret documents EXPOSE the real agenda behind the presidential election. A whistleblower who wishes to remain anonymous says this changes EVERYTHING. Wake up, people — they have been LYING to us for years and this PROVES it beyond any doubt!",FAKE
"According to a court filing, the education budget has been under review since early this year, with a formal decision expected by the end of the 13-month evaluation period. The agency said it would publish its full findings once the review concludes, in line with standard procedure.",REAL
"Lawmakers debated the upcoming census for several hours on Monday before reaching a preliminary agreement. a court filing said the next formal vote is scheduled within 23 weeks. Several committee members requested additional data before final approval, and a public comment period will follow.",REAL
"According to the Federal Reserve, the agriculture subsidy program has been under review since early this year, with a formal decision expected by the end of the 6-month evaluation period. The agency said it would publish its full findings once the review concludes, in line with standard procedure.",REAL
"BREAKING: Secret documents EXPOSE the real agenda behind the defense budget. A whistleblower who wishes to remain anonymous says this changes EVERYTHING. Wake up, people — they have been LYING to us for years and this PROVES it beyond any doubt!",FAKE
Doctors HATE this one simple fact about the presidential election that could change your life forever! The government has been covering this up for decades and NOW the truth is finally coming out. Forward this to everyone you know before they take it down!,FAKE
